gene_name,cFC,Significance
CPE,0.41639039572371,Lengthened in Neurites
ADIPOR2,0.420848938531403,Lengthened in Neurites
COL6A1,0.422076770740423,Lengthened in Neurites
SESTD1,0.424480800076284,Lengthened in Neurites
SSBP3,0.432030426064592,Lengthened in Neurites
GAREM1,0.433699217792613,Lengthened in Neurites
RNPS1,0.444790791632076,Lengthened in Neurites
LASP1,0.450709781985393,Lengthened in Neurites
BACH2,0.454788986035313,Lengthened in Neurites
TPM1,0.456365411018054,Lengthened in Neurites
STAU1,0.495099293825075,Lengthened in Neurites
CENPV,0.502136472978891,Lengthened in Neurites
IRS2,0.508754355507014,Lengthened in Neurites
DAP,0.51226706395188,Lengthened in Neurites
ARPC1A,0.557569919929871,Lengthened in Neurites
CD164,0.558665239888084,Lengthened in Neurites
BMI1,0.560593066007266,Lengthened in Neurites
ADGRL3,0.593789624321497,Lengthened in Neurites
GPM6B,0.627621606504283,Lengthened in Neurites
IRGQ,0.657096334732723,Lengthened in Neurites
GPM6A,0.688783252605755,Lengthened in Neurites
