Geneid,baseMean,log2FoldChange,lfcSE,pvalue,padj,SYMBOL,Significance,text_label,plot_color,plot_layer,down_rank,up_rank
ENSG00000120049,178.123526576301,0.512776347512525,0.107890269544115,2.40100345790803e-07,4.14328886789839e-06,KCNIP2,NS,,#c4c4c4,bottom,,
ENSG00000120051,14.6004310070578,0.0048239279935225,0.167557781389062,0.951840879932475,0.981092236538096,CFAP58,NS,,#c4c4c4,bottom,,
ENSG00000120053,724.350618511679,-0.225673191477217,0.06692451758398,0.000342714508714921,0.0028347618675483,GOT1,NS,,#c4c4c4,bottom,,
ENSG00000120057,23.6272951646221,-0.310717385110411,0.338365169247557,0.0319827438289383,0.116219563895994,SFRP5,NS,,#c4c4c4,bottom,,
ENSG00000120063,1894.76341528679,-0.0121057592189268,0.0470422487205446,0.790069163056511,0.905970553923886,GNA13,NS,,#c4c4c4,bottom,,
ENSG00000120071,2623.58923596993,0.0159419506072823,0.0381002159640642,0.667765332215855,0.836825938248884,KANSL1,NS,,#c4c4c4,bottom,,
ENSG00000120088,97.2531247753892,-0.0893718276037132,0.121358733697805,0.345688397447032,0.591824676269353,CRHR1,NS,,#c4c4c4,bottom,,
ENSG00000120093,31.6168953686834,0.552167311381534,0.251639238506456,0.00210271083505871,0.0130158491613738,HOXB3,NS,,#c4c4c4,bottom,,
ENSG00000120129,455.151989977922,-0.117503904328936,0.0659936168668451,0.0565692619898364,0.178069096641782,DUSP1,NS,,#c4c4c4,bottom,,
ENSG00000120137,5461.80277785664,-0.0915850102840715,0.0397809930026589,0.0183233732983362,0.0758641349417926,PANK3,NS,,#c4c4c4,bottom,,
ENSG00000120158,192.234969635595,0.0963280598959611,0.094866434718551,0.24161408786254,0.478541310830805,RCL1,NS,,#c4c4c4,bottom,,
ENSG00000120159,285.197486633738,0.0933972408913909,0.0797597233118984,0.193744186765697,0.416210309419875,CAAP1,NS,,#c4c4c4,bottom,,
ENSG00000120162,286.18138463644,-0.293728997240363,0.0820570375207939,9.75777879030599e-05,0.00094712042650776,MOB3B,NS,,#c4c4c4,bottom,,
ENSG00000120215,37.8469308528348,0.272830689487664,0.237100050892369,0.0429637442541584,0.145612953914468,MLANA,NS,,#c4c4c4,bottom,,
ENSG00000120251,1000.5322068409,-0.167729017417236,0.0633034895024589,0.0047949562898733,0.0260439168401912,GRIA2,NS,,#c4c4c4,bottom,,
ENSG00000120253,352.276339045863,0.0497405197543907,0.0730200328552692,0.456028555920692,0.689253456324873,NUP43,NS,,#c4c4c4,bottom,,
ENSG00000120254,1388.36225147606,0.0630913444617324,0.05083073966451,0.197081960823556,0.420662336547759,MTHFD1L,NS,,#c4c4c4,bottom,,
ENSG00000120256,76.5994555877791,0.0134416185036983,0.121410224952388,0.886485730692759,0.952407454926576,LRP11,NS,,#c4c4c4,bottom,,
ENSG00000120265,1473.55666482595,-0.0294200852988883,0.0511912923267675,0.549920755382893,0.75945437083424,PCMT1,NS,,#c4c4c4,bottom,,
ENSG00000120278,161.032296911842,-0.885208403639126,0.114856339524743,8.91179300185249e-16,4.74023511999712e-14,PLEKHG1,NS,,#c4c4c4,bottom,,
ENSG00000120306,202.41065163386,0.20468134649528,0.0951617660545295,0.014160351532618,0.06185181085495,CYSTM1,NS,,#c4c4c4,bottom,,
ENSG00000120314,426.633684954556,-0.0415328917228414,0.0730539627960907,0.536504765472421,0.749210258671649,WDR55,NS,,#c4c4c4,bottom,,
ENSG00000120318,16.4688841751902,-0.163826018522541,0.237165132229706,0.105849841938967,0.278400284134265,ARAP3,NS,,#c4c4c4,bottom,,
ENSG00000120322,216.212835434903,0.0979159798276692,0.0904118185318815,0.219666805798377,0.450534187250781,PCDHB8,NS,,#c4c4c4,bottom,,
ENSG00000120324,310.604070510223,0.02705393029621,0.0734786526863733,0.685304474034728,0.845798885415017,PCDHB10,NS,,#c4c4c4,bottom,,
ENSG00000120327,433.977288758792,0.150318458072565,0.076274997993826,0.0310391298325749,0.113704516123025,PCDHB14,NS,,#c4c4c4,bottom,,
ENSG00000120328,200.955202936475,0.0358090647631743,0.0891291829170374,0.649652332928688,0.825615057240045,PCDHB12,NS,,#c4c4c4,bottom,,
ENSG00000120333,592.284645524355,-0.0310738033180254,0.058949121782739,0.578549392542185,0.778632349098567,MRPS14,NS,,#c4c4c4,bottom,,
ENSG00000120334,100.694413217709,0.0242608865417462,0.110568086894172,0.788486422964728,0.905165756527556,CENPL,NS,,#c4c4c4,bottom,,
ENSG00000120370,160.388828505004,-0.00344979402490375,0.0940739698474162,0.980479994206505,0.992887934193542,GORAB,NS,,#c4c4c4,bottom,,
ENSG00000120437,2471.4375021067,-0.184578861279418,0.060474327309678,0.0012361725077269,0.00837014659053449,ACAT2,NS,,#c4c4c4,bottom,,
ENSG00000120438,3033.41666522668,0.0741619392915932,0.04604253334934,0.0962094654373318,0.260187962157713,TCP1,NS,,#c4c4c4,bottom,,
ENSG00000120451,2903.17616255677,0.226829662435396,0.0425853512139641,4.48213453303183e-08,8.74983879565782e-07,SNX19,NS,,#c4c4c4,bottom,,
