PG.ProteinGroups,PG.Genes,[1] HN1.raw.PG.MS2Channel1,[2] HN2.raw.PG.MS2Channel1,[3] HN3.raw.PG.MS2Channel1,[4] HN4.raw.PG.MS2Channel1,[5] HS1.raw.PG.MS2Channel1,[6] HS3.raw.PG.MS2Channel1,[7] HS4.raw.PG.MS2Channel1,[8] LN1.raw.PG.MS2Channel1,[9] LN2.raw.PG.MS2Channel1,[10] LN3.raw.PG.MS2Channel1,[11] LN4.raw.PG.MS2Channel1,[12] LS1.raw.PG.MS2Channel1,[13] LS2.raw.PG.MS2Channel1,[14] LS3.raw.PG.MS2Channel1,[15] LS4.raw.PG.MS2Channel1,[1] HN1.raw.PG.MS2Channel3,[2] HN2.raw.PG.MS2Channel3,[3] HN3.raw.PG.MS2Channel3,[4] HN4.raw.PG.MS2Channel3,[5] HS1.raw.PG.MS2Channel3,[6] HS3.raw.PG.MS2Channel3,[7] HS4.raw.PG.MS2Channel3,[8] LN1.raw.PG.MS2Channel3,[9] LN2.raw.PG.MS2Channel3,[10] LN3.raw.PG.MS2Channel3,[11] LN4.raw.PG.MS2Channel3,[12] LS1.raw.PG.MS2Channel3,[13] LS2.raw.PG.MS2Channel3,[14] LS3.raw.PG.MS2Channel3,[15] LS4.raw.PG.MS2Channel3
O15084,ANKRD28,2362.744141,2866.146973,3308.967041,3513.816895,2767.774658,1427.14502,1350.894165,2828.43335,3359.994629,3518.866455,2364.463379,3853.669922,2177.998047,1876.284058,1977.572754,1,20.14078712,1,1,262.8450623,1,1,1,1.174110889,1.076370835,1,81.88632965,30.96776581,1,235.5251007
O15085,ARHGEF11,2840.541748,2660.875488,3012.844238,3054.243896,1674.525391,1857.602539,1600.895142,2715.202637,3427.65625,3531.234619,2720.744873,2096.468994,1985.186279,2269.732178,2181.411865,1,1,1,1,54.7542305,1,1,1,1.168965459,1.00343132,1,1,1,1,1
O15091,PRORP,1272.820557,675.2245483,890.4855347,877.3626099,2042.396118,1271.824951,1356.241577,633.0709839,590.2901001,NaN,832.229126,1375.657837,1190.233521,1671.615723,1552.667358,934.1416016,1,1,1,1096.80249,758.0214844,867.4367065,1,1.278221011,NaN,1,660.8370972,28.21491432,37.56027222,1424.810059
O15111,CHUK,1809.398438,2045.652466,2781.71875,1949.32959,2843.76123,1017.053833,1410.608276,2776.117188,2485.567383,3046.263672,1662.807007,2017.548096,1966.741821,2298.642578,2598.741211,1,1,1,1,19.88666916,1,1,1,1.213046551,35.36428833,1,1,1,1,19.69463539
O15116,LSM1,2124.460449,1593.401489,2236.553223,2918.246338,4930.441406,2080.684082,5295.153809,4067.609131,1451.058594,2609.101563,2971.097168,5645.769531,5299.666504,3537.601807,4166.754395,1,1,1,1,1,1,1,1,1.210962057,1.018757105,1,1,1,1,1
O15118,NPC1,2256.897705,2570.532715,2245.585449,2448.637695,4326.167969,4597.915039,4548.847168,2195.944336,2272.000244,2094.429688,1382.643311,4400.850098,3968.925049,4812.51123,4553.810059,1,1,1,1,68.12884521,1,53.74757767,1,1.192541599,1.435713172,80.85087585,1,15.07405567,1,1
O15121,DEGS1,26.63689423,1,685.8867188,1278.91748,2580.528809,1899.557739,1424.501221,1334.775879,1574.310425,1752.051147,666.873291,1887.840332,1614.727417,1386.643433,1647.449585,1,1,1,1,1,1,1,1,1.149181724,1,1,1,1,1,1
O15126,SCAMP1,3436.689941,3276.871582,3661.873535,2362.143311,457.2249146,2088.187744,2493.605957,2764.93335,4411.081543,3650.671387,3485.300293,1113.19458,258.8629456,1362.469727,1339.377075,8.862874031,1,1,1,1,1,1,15.71209717,1.133727312,1.141628623,1,1.017438054,1,1,1
O15127,SCAMP2,3340.349365,1834.841431,1788.636108,2009.912842,2146.135986,327.1108093,551.4072266,608.7236328,1221.888916,1653.894531,2104.696289,2349.396729,2104.792969,1970.15271,1840.670166,1,82.23381805,90.05348206,1,504.9359131,32.79985046,129.4141846,72.26251221,1.100293159,1.233608127,1,743.9512329,347.4678955,172.0351868,291.059906
O15131,KPNA5,NaN,2998.459717,NaN,3806.980957,3972.435303,3522.058105,3036.249268,2449.404297,NaN,4605.355957,NaN,1857.554688,3184.698486,2872.375488,NaN,NaN,1,NaN,1,1,1,1,1,NaN,1.020512938,NaN,57.40486526,1,1,NaN
O15143,ARPC1B,5391.198242,2216.898438,8117.060547,8041.069824,12997.73047,9512.192383,6189.382324,5256.405273,4673.478027,5658.800781,4633.983887,11154.29688,11961.32031,11151.35352,10837.07031,113.636879,130.3597412,77.70211029,150.0736237,1,612.8405762,180.0394897,181.7364197,172.7008057,309.0078125,342.552887,262.8814697,172.9105377,184.5625,106.4752884
O15144,ARPC2,41370.85156,42265.13281,42242.9375,46349.30078,30993.62109,24057.98047,28124.67773,43849.48828,54810.65625,63072.06641,47117.53125,55427.77734,32774.21484,35298.10547,30505.35352,57.42208099,59.83798599,32.08875656,1,10.52546787,181.9363098,76.7293396,79.30728149,95.48918915,1.446563601,64.07004547,42.88713074,60.21539307,1,1
O15145,ARPC3,15996.71875,18073.03516,18642.32813,18474.72266,13650.23926,16018.35742,15163.4873,21322.74023,20166.81641,16420.67188,22106.98828,14031.69922,12995.80273,11549.64063,10632.20313,308.2984924,143.5523529,248.2207489,222.4976196,547.0717773,557.9623413,310.9326172,161.3694305,175.2786407,39.42612839,206.1970367,1036.466187,333.0595398,292.3135071,467.0603943
O15155,BET1,1452.12085,2714.212891,1388.985352,1791.613647,2738.291504,3502.110352,2365.301514,1312.651855,NaN,4922.771484,NaN,4186.958008,3554.00293,3192.875732,3246.926025,1,1,1,1,281.4388733,163.0662079,204.7474823,1,NaN,1.160531163,NaN,703.9324951,126.7555542,107.9324036,1
O15160,POLR1C,1176.834106,1196.855469,1356.124512,1599.484009,5285.787598,4537.262695,4546.417969,2145.178223,1400.952148,1207.021484,1535.192261,4729.396973,4974.942871,4977.99707,4743.47998,126.1588516,1,1566.350586,834.730896,1957.789917,1878.893433,931.8527222,708.7382813,1.21177125,4110.687012,320.6336365,2869.063477,2633.892578,2790.895508,3964.986328
O15164,TRIM24,NaN,NaN,NaN,625.8794556,7761.837891,8122.474609,6729.472656,NaN,NaN,499.7192078,6659.960938,8463.25293,7996.3125,7685.010742,8534.442383,NaN,NaN,NaN,372.7690125,749.2573242,811.5858154,735.8034058,NaN,NaN,815.6005859,1,114.2799454,1,153.2747955,124.4922714
O15173,PGRMC2,7542.817871,7070.390625,7675.149414,8420.901367,9021.251953,8731.140625,7479.890137,11982.30176,9645.696289,12797.32227,8035.826172,18981.53125,12848.93945,8882.650391,11306.37793,10.13574696,1,1,59.42802811,1,1,1,1,1.119037271,1.14592433,1,1.246868014,1,1,1
O15211,RGL2,5014.913086,5271.771973,5416.837891,4859.547852,2683.586914,2278.407959,1875.376221,4340.443848,5600.829102,5744.791504,5540.954102,2291.554932,2103.370361,2829.462891,3045.323975,346.7966309,198.2759552,264.5188904,267.013031,89.06681061,11.18228531,164.8103638,1072.317871,255.3187103,4430.054199,1438.356934,72.19723511,163.2415924,104.3006668,104.0271225
O15212,PFDN6,668.6019287,769.7846069,1,177.6431732,191.9069977,NaN,NaN,939.1181641,NaN,NaN,NaN,1,NaN,NaN,NaN,1,1,1,1,1,NaN,NaN,120.088295,NaN,NaN,NaN,1,NaN,NaN,NaN
O15213,WDR46,6394.933105,NaN,NaN,NaN,6153.081055,5664.44873,5865.881348,1,1.283457637,7581.007813,6290.125977,6056.176758,6322.327637,5678.383789,6051.748535,1,NaN,NaN,NaN,69.28224945,1,1,1,1.283457637,1.034095287,1,28.44742012,16.31363106,1,1
O15217,GSTA4,50886.61719,34789.02344,25257.7832,36116.90625,48418.39063,19690.18945,50814.32813,6085.981445,10100.06543,11594.02344,52463.85547,86179.77344,31911.57031,27936.32617,36139.18359,332.342865,1747.474121,768.2071533,1874.074585,1946.97583,1515.239624,1936.760376,175.2978516,183.6471405,256.0774536,295.8294983,2332.392822,898.7922974,820.7995605,999.9210205
O15226,NKRF,1817.46814,2227.620117,NaN,977.3244629,5461.852539,5681.455566,5711.422852,6284.786133,NaN,1705.33606,945.7963867,4254.339844,6835.853027,5567.995605,6582.626953,104.7767029,1,NaN,1,2324.647705,828.2006836,1114.968994,1,NaN,1,1,4865.892578,6549.920898,5150.634766,7058.147461
O15228,GNPAT,3532.87793,1605.181152,1911.286255,1066.595947,4230.766602,4394.958008,3909.289551,782.3621826,3976.395996,3932.715576,1945.78064,4241.687012,4633.106934,4129.042969,4506.798828,1,1,1,1,1,57.17328262,44.12116623,1,1.002812624,1,1,1,1,1,86.35431671
O15230,LAMA5,1010.158691,856.55896,1179.93457,1062.698975,3024.890137,2016.793945,791.7625122,1102.909302,112563.5313,1582.296387,1658.591309,3917.547607,2261.030273,2434.001709,2431.169434,1,331.9461975,502.7134094,454.0426025,125.9396286,30.03594208,255.5671387,1,202.8933258,171.4643402,101.497467,1,1,81.21430969,102.5324326
O15234,CASC3,NaN,1,1,NaN,747.6968994,264.4106445,460.4650269,NaN,NaN,NaN,NaN,1842.985352,324.5278931,432.8417358,345.4404602,NaN,1,1,NaN,213.9674683,26.6176548,393.1390381,NaN,NaN,NaN,NaN,293.024353,136.6067505,1.075378299,283.697876
O15235,MRPS12,NaN,685.6056519,739.8014526,1018.59259,448.2983093,1293.001343,1237.327148,NaN,NaN,1440.829468,NaN,NaN,NaN,NaN,1372.761108,NaN,2732.476807,866.3640747,2531.186523,632.1433716,351.0230408,321.5430298,NaN,NaN,4196.547852,NaN,NaN,NaN,NaN,2395.02002
O15239,NDUFA1,6017.783203,6689.487305,8516.022461,3203.541504,6575.359375,6244.648926,4867.151367,7199.655762,NaN,10323.18652,11023.29492,7266.786133,6549.602539,5247.373047,4721.599609,1,1,1,1,289.0095215,48.99781418,1,1,NaN,39.61894608,641.7001343,4941.754883,5623.554199,1679.927124,939.0430908
O15240,VGF,5932.958008,5828.596191,5358.734375,6269.048828,2519.220947,4242.675781,3214.950439,8293.689453,7680.151367,7902.704102,6363.11377,5262.821289,5084.390625,4364.143066,4556.243164,532.1889038,375.9312439,489.1946106,471.6829224,754.7125244,1621.364014,1627.388672,1143.320679,5202.555664,1057.679321,434.7852783,401.3072205,222.3962555,45.69791031,419.3863831
O15254,ACOX3,646.6973877,1120.940063,1054.180542,1816.442261,5016.780273,5245.816895,4440.754883,1220.095337,1074.520142,907.4074097,4730.024902,5081.848633,5100.711914,4063.119873,3791.244873,358.4332581,1,1,1,1,61.52505493,1,1,47.15812683,1.015316963,1,1,1,1,1
O15258,RER1,29500.56445,62747.29297,1376.639526,48636.48438,32431.29883,24990.16016,20491.01172,47091.90234,68873.66406,450.3729553,52154.4375,102955.8672,32494.24609,57997.55078,35680.80469,19.0968914,1,18.67615891,1,162.8942719,1,43.11216736,21.01051331,1.086136937,1,22.38908958,3.708346605,1.159382582,1,202.8075562
O15260,SURF4,14230.14063,13418.5957,13476.18066,16296.20313,22091.03516,25980.26953,27117.84766,14263.5332,12696.03906,12404.55664,14677.4541,23104.77344,22929.82031,24469.38672,22715.5,316.0337219,359.9959106,352.9144287,273.0185242,238.1675415,366.0855103,352.2798462,295.4057617,288.9172974,307.2333069,633.048645,498.6221619,343.9061584,71.1255722,276.053772
O15265,ATXN7,NaN,NaN,NaN,NaN,513.0308228,43.26548386,158.2692108,NaN,NaN,NaN,NaN,NaN,2795.068115,2612.801758,874.5532227,NaN,NaN,NaN,NaN,1.170661092,38.22414398,1,NaN,NaN,NaN,NaN,NaN,3.019514084,1.272114635,1.262427211
O15269,SPTLC1,1122.02417,1369.230347,1457.03894,1520.885498,4638.147461,5900.419434,6549.077637,1214.607544,NaN,1073.283325,2069.884277,4256.968262,3731.473145,4501.169434,3926.207031,90.93359375,1,1,107.8859482,74.35268402,1,471.0393677,20.66711807,NaN,1,1,1,1,1,1
O15270,SPTLC2,1447.080566,1373.606689,983.3226318,1700.427002,2591.35498,3305.999268,2149.615479,1606.122437,847.7185059,2940.825195,920.8905029,2354.718994,2173.692627,1849.269287,2244.442871,180.8986969,1348.618652,757.7980347,308.1439514,184.5720215,517.3529053,252.130188,274.6750183,245.5271301,968.1332397,371.3200684,455.6954651,552.7346802,313.5674133,395.3673401
O15294,OGT,4222.345703,4285.277832,5805.282227,4592.995605,6090.756348,5769.005371,5044.516113,4427.257813,5653.047363,5636.275879,4853.948242,6464.888672,6142.970703,6376.929688,6234.312012,11.19526386,136.6838837,1,1,13.50741196,499.9382019,591.6372681,1,28.23176956,1.01094687,16.54050636,1,1,145.9897766,145.3969116
O15305,PMM2,2424.612549,2306.959717,2419.322998,2827.667725,2752.803711,1622.756958,1442.666016,3382.942139,6833.465332,6394.18457,2567.500488,2184.021484,2588.755127,2665.885742,1653.610107,397.3299866,275.6000977,102.9934845,268.4894714,67.74660492,167.8621826,173.696991,73.03948212,476.3666687,33.96133423,128.3277283,13.3630209,689.2229614,185.0080566,81.65412903
O15321,TM9SF1,NaN,NaN,NaN,NaN,2574.695313,3261.330566,2947.551758,NaN,NaN,NaN,NaN,3346.211426,5097.646973,3802.68335,6580.5,NaN,NaN,NaN,NaN,644.6624756,927.3480225,605.437561,NaN,NaN,NaN,NaN,787.2689819,1626.253174,970.2807007,1958.685669
O15344,MID1,1321.067017,677.880188,3677.05542,1503.927979,2410.869141,2831.74585,2482.455566,3263.977539,1021.118896,2503.063232,2534.757813,3235.053223,1993.446533,2357.300781,2732.664551,17.55400276,1,1,71.80013275,92.18180084,30.67775536,1,1,1,1.056198359,1,111.8937073,149.0242157,315.5556335,1
O15347,HMGB3,719.1470947,2850.834473,569.1620483,131.6042786,24557.20313,15640.33887,11265.5625,232.1066284,3997.563965,731.2998657,1038.12439,14914.84863,23137.60156,22040.79688,21575.13086,1,1,1,1,191.1290283,119.8142242,87.39028931,1,339.404541,1,341.8436279,223.0083618,312.8080139,1,1
O15355,PPM1G,1,236.0147705,1249.522705,106.0151672,17735.10742,24153.54492,17935.25586,592.4003296,NaN,678.8671265,NaN,29782.31055,19064.33008,24144.38281,20062.82813,1,1,1,1,1.059550881,72.45941925,142.2365417,1,NaN,1.060688496,NaN,1.042841673,1.592203617,1.08946836,1.066580653
O15357,INPPL1,753.7957153,50425.96875,49968,1814.677979,4464.150391,1840.125,2335.101563,50891.63281,3696.11377,4650.079102,1720.276123,10743.46094,4203.172363,3752.927002,4265.762695,1,1,318.8225403,590.0125122,575.9821167,544.2441406,564.0898438,115.8849564,1.213198185,192.3539429,757.798645,566.7394409,496.0929871,337.506958,1324.611328
O15371,EIF3D,4466.60498,3524.406006,3658.26416,4194.049316,39748.89063,35202.21484,34055.14453,4815.650879,4019.765137,5557.938477,3825.352051,34287.59766,40930.44141,33245.61719,32935.07031,1,1,1,1,277.3899536,16.29281807,12.8638525,1,1.179747701,1.020550728,1,16.13196373,1,1,80.9748764
O15372,EIF3H,1378.575806,1975.717285,1407.659912,1038.060913,11896.10547,12147.25684,12602.22461,1674.005371,2453.87915,2113.756836,397.375,12218.84082,14555.1748,14846.63867,15268.24609,147.8391418,1,1,1,64.89087677,15.07418823,232.1310425,1,1.214490771,1.06668818,1,16.36000633,23.21958923,41.3898735,91.25881958
O15379,HDAC3,NaN,NaN,NaN,NaN,1291.587524,1002.697998,1073.977173,NaN,NaN,NaN,NaN,1788.357666,1649.083862,2476.869873,2127.768555,NaN,NaN,NaN,NaN,1491.880493,979.3839111,1425.083374,NaN,NaN,NaN,NaN,2461.153076,2679.228027,1638.689575,1912.271606
O15381,NVL,1,1,1,NaN,1852.928955,1804.579224,1093.353516,247.5947266,NaN,1,NaN,1165.606323,1803.900879,1997.463501,1694.400146,1,1,1,NaN,1,1,158.4423523,1,NaN,1,NaN,81.28694916,1,1,16.53011131
O15382,BCAT2,7406.416016,7074.400391,7515.958008,6072.758789,5664.612305,6872.222656,6286.914063,6943.337891,7556.023926,6762.852051,7327.582031,11173.41309,6787.632324,6491.428711,6321.130371,673.6901245,229.0147095,215.1771088,215.8638916,652.1381836,633.4537964,792.3954468,1,1.320127487,1.449205399,90.8146286,502.1786804,410.5731812,329.6429749,714.5116577
O15394,NCAM2,15379.92773,16682.79297,18296.79688,12823.80957,6153.637207,9388.513672,7351.977051,11201.75195,19458.58789,17880.29688,14279.97363,5173.714355,8306.050781,7547.96582,6934.118164,18.78243446,1,1,1,1,61.55905533,1,19.42004585,152.6113739,57.86744308,1,1,1,1,82.78829193
O15397,IPO8,2468.883545,3323.705078,2879.028809,2532.743896,5344.354004,4059.377686,4753.595703,2122.351318,2462.935059,2361.28418,3008.514648,5029.527832,5679.392578,5969.027832,4810.03125,1,1,1,1,1,1,1,1,1.151596546,1.006820321,1,1,1,1,1
O15400,STX7,35691.63672,41526.87109,34334.125,35966.95313,20750.5918,26661,22824.60742,37499.93359,45745.07422,54733.47266,31648.01953,22626.04102,25988.07227,24223.31641,28539.62695,18.51341629,1,1,1,1,102.2426758,52.12890244,1,1.041923165,1.001346946,1,99.89176178,1,1,68.48810577
O15439,ABCC4,1625.80481,771.8511963,1212.02771,1782.487915,1016.219666,712.0490723,839.5028076,505.9986572,NaN,NaN,NaN,1382.453613,1678.963501,NaN,1491.785645,1,1,22.38229752,1,1,1,1,1,NaN,NaN,NaN,67.58267212,1,NaN,23.03103256
O15440,ABCC5,NaN,NaN,NaN,389.1204834,478.1588135,559.0824585,NaN,NaN,NaN,NaN,NaN,577.354126,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN
O15446,POLR1G,3598.039063,NaN,3047.510254,2607.94751,6191.583008,5878.161133,8106.970703,NaN,NaN,3927.286865,NaN,7127.500977,7528.663086,8879.410156,9318.134766,1,NaN,1,1,74.77469635,161.4572601,18.03697395,NaN,NaN,1,NaN,12.99423122,68.8769989,127.6852493,99.68721771
O15460,P4HA2,NaN,233.4537964,NaN,248.8909912,3166.752197,2454.77002,2274.712646,NaN,NaN,NaN,NaN,1997.314575,2025.539795,2541.670654,2405.77417,NaN,270.2340088,NaN,1,391.9056396,376.6200562,465.5410461,NaN,NaN,NaN,NaN,295.8008118,168.5283661,1,251.5234833
O15479,MAGEB2,NaN,NaN,NaN,NaN,4694.656738,5326.86084,6304.491699,NaN,NaN,NaN,334.8675842,5563.227051,6155.631348,6066.831055,8399.737305,NaN,NaN,NaN,NaN,390.8297424,886.1917725,822.8609009,NaN,NaN,NaN,1281.808594,408.4428406,419.3270264,710.8486328,628.5664063
O15484,CAPN5,4173.859375,4001.519775,3653.660156,3168.678223,2666.427734,2543.204346,3125.619141,2661.708496,3679.990723,2950.05249,2943.358398,2650.202393,1709.237793,2148.278564,3571.776367,100.1791077,1,39.52058792,1,1,290.2321167,1987.116577,88.3997879,898.4580078,1.001709938,89.97790527,40.00266647,110.1039124,227.0180359,152.6674194
O15488,GYG2,1392.959106,1339.604248,1128.476074,555.9120483,1294.993408,1167.641846,977.1044312,1294.733765,1614.635254,1637.090698,813.3612671,568.2362061,746.9909058,1070.412109,1275.784912,1,1,1,1,1,1,1,1,1.147503972,1.066324592,1,1,1,1,1
O15498,YKT6,25289.36133,25263.05469,23331.34961,24177.94531,12070.76563,13081.09766,9225.214844,25903.17188,24839.24023,30639.21875,29657.13086,11199.82617,12934.30469,14585.46191,13860.6377,1,96.20252228,166.4121552,102.9848251,224.5632019,394.8051453,96.31536865,408.9859314,366.5778809,675.1890259,224.3930054,339.0035706,40.96171951,15.8213377,85.17121887
O15504,NUP42,NaN,NaN,NaN,NaN,851.9627686,1,1,1,NaN,NaN,NaN,956.0665283,NaN,1,377.848877,NaN,NaN,NaN,NaN,1,1,1,1,NaN,NaN,NaN,1,NaN,1,1
O15511,ARPC5,19136.59961,22533.30664,28413.38477,25052.58008,12806.46191,9377.710938,12610.24805,28060.17188,29464.26367,30841.13477,28632.98828,15063.39941,13956.49023,11980.17188,12142.08301,1,1,1,1,1,1,1,1,1.077186823,1.008075714,1,1,1,1,1
O15514,POLR2D,NaN,NaN,NaN,NaN,278.1810913,245.4977112,432.8354187,NaN,NaN,NaN,NaN,458.8137207,349.6112366,1,356.3745422,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,1,23.77986336,1,1
O15523,DDX3Y,NaN,NaN,265.4678955,1,5351.879395,2282.918945,3786.517334,NaN,NaN,NaN,NaN,5508.57666,3996.073242,4404.541504,3134.649414,NaN,NaN,750.7636719,1,69.79581451,14.15996933,118.8260422,NaN,NaN,NaN,NaN,240.2022705,55.51013565,168.1356049,1
O15530,PDPK1,9207.675781,8838.351563,9545.454102,10723.74609,4019.863281,5129.612793,5497.500488,8457.724609,10085.35059,7274.356445,10065.99121,3874.191406,3984.929932,4230.449219,3961.108398,1,1,1,1,115.1706161,1,122.5281296,1,1.092992187,106.4537277,1,11.89178181,69.42964935,1,92.59279633
O15540,FABP7,679.9629517,739.5232544,2427.316406,1887.868164,8974.456055,18521.19727,21402.99023,1921.397705,2929.647217,2079.687256,1763.90271,14431.57129,10029.80566,11646.21191,7750.742676,99.86016846,1,391.6896667,8.91428566,423.2596436,2503.649414,2507.158936,3476.256104,96.77548218,1.457203984,1,322.2221069,449.2980652,421.7448425,40.83553696
O15541,RNF113A,NaN,NaN,NaN,NaN,304.1000671,1,1,NaN,NaN,NaN,NaN,430.6292419,326.9842224,1,49.76408005,NaN,NaN,NaN,NaN,3158.706543,1494.602173,2410.703613,NaN,NaN,NaN,NaN,97.23834991,1270.014893,951.1122437,2187.203125
O15550,KDM6A,NaN,NaN,NaN,NaN,1056.87085,839.4239502,867.2984619,NaN,NaN,NaN,NaN,840.4830322,243.2827301,2085.562988,1,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,1,1.099589348,1,1
O43143,DHX15,1289.878662,755.2247314,1854.268677,603.5476074,31483.19922,32069.72266,31328.74219,1406.378296,4523.661133,4478.868164,2127.879639,33717.28906,29244.89258,28726.41602,28598.91016,159.7622223,1,1,55.9486084,25.71309853,278.9862976,558.9015503,314.1318054,337.4411011,19.78376579,18.07998085,1,37.70742798,15.64448643,28.91420746
O43147,SGSM2,NaN,1357.338623,1172.679443,742.9362793,1,NaN,NaN,951.6856689,NaN,2114.350586,629.1495972,NaN,NaN,NaN,NaN,NaN,1235.019897,1290.677124,1126.650879,3914.735107,NaN,NaN,1088.793579,NaN,1.031044602,1114.524536,NaN,NaN,NaN,NaN
O43148,RNMT,NaN,NaN,84.77693939,577.2093506,3861.376953,3341.206055,3771.740967,789.7573242,NaN,NaN,NaN,3623.939209,3873.822021,3619.448975,3986.353271,NaN,NaN,1,1,211.3620148,187.3540039,769.9703369,1,NaN,NaN,NaN,179.1661072,61.73025513,1,102.4808044
O43149,ZZEF1,7485.059082,7591.876953,7330.277832,8575.1875,4318.938477,4245.718262,3825.061768,5876.905273,6930.011719,8518.061523,6455.836426,4113.694336,4746.437012,4710.811523,4391.665039,88.48861694,1,1,114.3533096,57.84943771,14.16050816,93.22079468,1,31.00818825,1.018666506,1,1,1,1,1
O43150,ASAP2,3561.746338,3743.422363,4324.654297,3568.24292,1630.399536,713.1688232,1081.694336,4335.388672,4587.02002,5002.624512,3575.78833,1645.667969,2172.478027,2792.016113,1352.307495,249.2001953,1,1,1,1,1,1,1,1.073766947,1.006703615,1,385.1057129,1,1,30.00247383
O43156,TTI1,946.9206543,420.2328796,677.2349243,579.9805298,1625.766846,942.7514038,1683.96875,238.3558655,1.069422603,304.7877502,1,1339.861084,900.7434082,1269.786011,2258.649414,1,1,1,1,1,1,1,1,1.069422603,1,1,1,1,1,1
O43157,PLXNB1,9263.585938,10799.27539,11275.73828,10518.7627,5626.629395,6311.758789,6003.846191,9557.151367,11357.38965,12416.21289,10473.99121,6633.883301,5757.369141,5677.971191,5439.724121,236.028656,119.185173,22.7073307,35.05246353,1,22.52230644,1,1,1.23028636,1.016978264,1,15.59202194,1,1,1
O43159,RRP8,NaN,NaN,NaN,NaN,3795.787354,2553.247803,2753.974121,730.7849121,NaN,NaN,NaN,3917.774414,3187.276367,3975.249268,3759.498779,NaN,NaN,NaN,NaN,1.052006721,1,1,1,NaN,NaN,NaN,12.12961674,85.28078461,100.4298553,119.9854355
O43164,PJA2,373.0710144,785.6447754,NaN,NaN,716.1116943,505.7460938,204.6947937,NaN,NaN,NaN,NaN,471.4624634,443.5005798,1213.783447,1828.833862,1319.713013,732.4484863,NaN,NaN,411.8057861,827.4539795,405.8087158,NaN,NaN,NaN,NaN,1659.06189,722.7851563,1159.482056,1483.79248
O43166,SIPA1L1,NaN,NaN,247.1681366,NaN,161.4965973,1837.127563,NaN,700.7014771,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,1,459.3641052,NaN,1744.842163,NaN,NaN,NaN,NaN,NaN,NaN,NaN
O43169,CYB5B,7290.697754,8772.165039,10817.40527,7878.797852,13283.95996,18843.10742,18336.21289,23779.15625,20032.26758,18373.13672,14904.96094,11809.44238,13193.74316,12524.17578,15913.21094,1,430.0538635,170.1639404,358.0765076,373.8143616,136.9329834,274.9281311,1,14.09077644,807.5092773,35.06678391,146.6130981,1046.079224,247.1380768,360.5866699
O43172,PRPF4,2577.289307,2960.388672,NaN,6684.350098,10704.25586,11168.95313,9793.479492,953.2718506,1216.308105,641.7032471,1641.073975,11308.36914,11646.52637,12398.94824,12201.50586,1,1,NaN,1,148.5903168,849.2544556,850.7353516,1,1.629733086,1.156300426,1,617.6394653,541.5892334,383.469635,388.9134827
O43175,PHGDH,176998.2656,188827.3438,172061.7656,176140.0313,134555.5313,122513.5391,126608.9453,165312.3281,167295.5938,213089.8281,177949.2813,109801.5625,125717.3516,121448.7891,133493.6875,1044.356079,1505.737793,734.7077026,1334.921387,1164.672485,1825.201416,1360.079468,1024.814697,1266.861694,1757.241577,846.0514526,180.0614624,222.0058441,1227.799805,650.6361694
O43181,NDUFS4,9648.224609,10174.49219,9877.460938,10404.92676,8560.308594,7025.389648,7525.787598,10058.25977,10272.77051,10359.22656,10312.69434,7547.612793,8356.689453,7993.233398,8183.119629,1,1,83.10821533,1,1,1,1,1,1.053392768,1.007638931,1,18.26514435,1,1,1
O43184,ADAM12,1389.820068,2021.869873,3370.325439,3079.895264,1003.212769,687.5802002,1056.964722,2175.430908,2908.533203,4622.445801,2815.678711,3858.085449,1148.058472,3141.026123,2159.099121,1,1,1,1,1,84.1608963,1,1,1.163629651,1.277887583,1,1.494394064,1,1,1
O43189,PHF1,NaN,NaN,647.8696899,NaN,2637.859131,3413.11084,3590.786621,NaN,NaN,NaN,NaN,3344.79541,3672.184082,3329.963379,2689.544434,NaN,NaN,1,NaN,1,1,1,NaN,NaN,NaN,NaN,1,1,1,1
O43236,SEPTIN4,4369.266602,4602.535156,3057.463867,3225.651367,50522.05469,62122.32031,60035.34375,5517.578125,12806.71777,5943.599121,4107.489258,1885.935791,2187.335449,1977.960938,61865.69922,1,1,1,1,1,1,1,56.31430435,1.29828167,1.01463294,1,77.22988892,1,1,1
O43237,DYNC1LI2,35987.54688,27695.73242,34080.27344,30104.68555,24044.58594,25215.11328,23514.28711,31349,48802.92969,40773.12891,28190.10156,23331.55664,24662.70313,25221.13867,23457.58984,33.18408585,88.02173615,129.2148132,10.67060375,67.71060944,325.3024902,39.61645889,1,1.177770138,200.7987061,29.75581932,48.48019409,300.59198,276.7836304,1
O43242,PSMD3,9417.71875,10815.82031,11848.55176,11846.2627,17899.71484,15624.58496,15022.12695,11241.10059,12190.57031,8863.810547,12736.60742,20243.28516,17289.58984,17723.39063,16290.67188,255.0895538,33.49557114,1,1,69.46641541,1,32.83362198,1,1.20805347,1,1,1,84.65477753,870.4909058,816.590271
